Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:41:34      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:41:35     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:36     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:37     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:38     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:39     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:40     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:41     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:42     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:43     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:44     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:45     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:46     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
23:41:47     1000    102589    0.00    0.00    0.00    0.00    0.00    16  daemon
Average:     1000    102589    0.00    0.00    0.00    0.00    0.00     -  daemon
