Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:48:48      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:48:49     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:50     1000    103723    1.00    0.00    0.00    0.00    1.00    18  daemon
23:48:51     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:52     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:53     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:54     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:55     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:56     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:57     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:58     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:48:59     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:49:00     1000    103723    0.00    0.00    0.00    0.00    0.00    18  daemon
23:49:01     1000    103723    0.00    1.00    0.00    0.00    1.00    18  daemon
Average:     1000    103723    0.08    0.08    0.00    0.00    0.15     -  daemon
