Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:45:11      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:45:12     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:13     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:14     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:15     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:16     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:17     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:18     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:19     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:20     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:21     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:22     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
23:45:23     1000    103152    0.00    1.00    0.00    0.00    1.00    23  daemon
23:45:24     1000    103152    0.00    0.00    0.00    0.00    0.00    23  daemon
Average:     1000    103152    0.00    0.08    0.00    0.00    0.08     -  daemon
