Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:37:56      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:37:57     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:37:58     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:37:59     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:00     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:01     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:02     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:03     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:04     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:05     1000    101922    0.00    1.00    0.00    0.00    1.00     2  daemon
23:38:06     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:07     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
23:38:08     1000    101922    1.00    0.00    0.00    0.00    1.00     2  daemon
23:38:09     1000    101922    0.00    0.00    0.00    0.00    0.00     2  daemon
Average:     1000    101922    0.08    0.08    0.00    0.00    0.15     -  daemon
