Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:50:59      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:51:00     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:01     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:02     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:03     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:04     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:05     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:06     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:07     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:08     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:09     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:10     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:11     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
23:51:12     1000    104032    0.00    0.00    0.00    0.00    0.00     7  daemon
Average:     1000    104032    0.00    0.00    0.00    0.00    0.00     -  daemon
