Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:39:23      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:39:24     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:25     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:26     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:27     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:28     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:29     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:30     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:31     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:32     1000    102229    0.00    1.00    0.00    0.00    1.00    17  daemon
23:39:33     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:34     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:35     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
23:39:36     1000    102229    0.00    0.00    0.00    0.00    0.00    17  daemon
Average:     1000    102229    0.00    0.08    0.00    0.00    0.08     -  daemon
