Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:38:40      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:38:41     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:42     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:43     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:44     1000    102087    1.00    0.00    0.00    0.00    1.00    22  daemon
23:38:45     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:46     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:47     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:48     1000    102087    0.00    1.00    0.00    0.00    1.00    22  daemon
23:38:49     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:50     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:51     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:52     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
23:38:53     1000    102087    0.00    0.00    0.00    0.00    0.00    22  daemon
Average:     1000    102087    0.08    0.08    0.00    0.00    0.15     -  daemon
