Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:40:50      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:40:51     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:40:52     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:40:53     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:40:54     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:40:55     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:40:56     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:40:57     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:40:58     1000    102502    0.00    1.00    0.00    0.00    1.00     2  daemon
23:40:59     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:41:00     1000    102502    1.00    0.00    0.00    0.00    1.00     2  daemon
23:41:01     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:41:02     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
23:41:03     1000    102502    0.00    0.00    0.00    0.00    0.00     2  daemon
Average:     1000    102502    0.08    0.08    0.00    0.00    0.15     -  daemon
