Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:46:38      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:46:39     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:40     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:41     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:42     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:43     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:44     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:45     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:46     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:47     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:48     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:49     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:50     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
23:46:51     1000    103436    0.00    0.00    0.00    0.00    0.00    23  daemon
Average:     1000    103436    0.00    0.00    0.00    0.00    0.00     -  daemon
