Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:37:26      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:37:27     1000     87942    1.00    0.00    0.00    0.00    1.00     7  qemu-system-x86
23:37:28     1000     87942    1.00    0.00    1.00    0.00    2.00    11  qemu-system-x86
23:37:29     1000     87942    1.00    1.00    0.00    0.00    2.00     1  qemu-system-x86
23:37:30     1000     87942    1.00    0.00    0.00    0.00    1.00    15  qemu-system-x86
23:37:31     1000     87942    1.00    0.00    1.00    0.00    2.00     3  qemu-system-x86
23:37:32     1000     87942    2.00    0.00    0.00    0.00    2.00     5  qemu-system-x86
23:37:33     1000     87942    1.00    0.00    0.00    0.00    1.00     7  qemu-system-x86
23:37:34     1000     87942    0.00    0.00    1.00    0.00    1.00    12  qemu-system-x86
23:37:35     1000     87942    1.00    0.00    0.00    0.00    1.00     7  qemu-system-x86
23:37:36     1000     87942    2.00    0.00    0.00    0.00    2.00     6  qemu-system-x86
23:37:37     1000     87942    1.00    0.00    0.00    0.00    1.00     1  qemu-system-x86
23:37:38     1000     87942    1.00    0.00    0.00    0.00    1.00    23  qemu-system-x86
23:37:39     1000     87942    1.00    0.00    0.00    0.00    1.00     1  qemu-system-x86
Average:     1000     87942    1.08    0.08    0.23    0.00    1.38     -  qemu-system-x86
