Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:50:15      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:50:16     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:17     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:18     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:19     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:20     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:21     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:22     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:23     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:24     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:25     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:26     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:27     1000    103902    0.00    0.00    0.00    0.00    0.00    23  daemon
23:50:28     1000    103902    0.00    1.00    0.00    0.00    1.00    23  daemon
Average:     1000    103902    0.00    0.08    0.00    0.00    0.08     -  daemon
