Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:49:44      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:49:45     1000     87942    2.00    0.00    0.00    0.00    2.00    16  qemu-system-x86
23:49:46     1000     87942    1.00    0.00    0.00    0.00    1.00     0  qemu-system-x86
23:49:47     1000     87942    1.00    0.00    0.00    0.00    1.00     0  qemu-system-x86
23:49:48     1000     87942    1.00    1.00    0.00    0.00    2.00    17  qemu-system-x86
23:49:49     1000     87942    1.00    0.00    0.00    0.00    1.00     7  qemu-system-x86
23:49:50     1000     87942    1.00    0.00    0.00    0.00    1.00     1  qemu-system-x86
23:49:51     1000     87942    1.00    0.00    1.00    0.00    2.00     1  qemu-system-x86
23:49:52     1000     87942    1.00    0.00    0.00    0.00    1.00    17  qemu-system-x86
23:49:53     1000     87942    1.00    0.00    0.00    0.00    1.00     1  qemu-system-x86
23:49:54     1000     87942    1.00    0.00    0.00    0.00    1.00    17  qemu-system-x86
23:49:55     1000     87942    1.00    0.00    0.00    0.00    1.00     1  qemu-system-x86
23:49:56     1000     87942    2.00    0.00    0.00    0.00    2.00     1  qemu-system-x86
23:49:57     1000     87942    1.00    0.00    0.00    0.00    1.00    17  qemu-system-x86
Average:     1000     87942    1.15    0.08    0.08    0.00    1.31     -  qemu-system-x86
