Linux 6.17.0-8-generic (tzhang) 	12/11/25 	_x86_64_	(32 CPU)

23:43:01      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
23:43:02     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:03     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:04     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:05     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:06     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:07     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:08     1000    102785    1.00    0.00    0.00    0.00    1.00     5  daemon
23:43:09     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:10     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:11     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:12     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:13     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
23:43:14     1000    102785    0.00    0.00    0.00    0.00    0.00     5  daemon
Average:     1000    102785    0.08    0.00    0.00    0.00    0.08     -  daemon
